Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1220,Kolar,Chickkaballapura,Potato,Local,FAQ,2500,2600,2500,18 Sep 2024
1221,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1813,2013,1913,11 Apr 2025
1222,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1916,2116,2016,09 Apr 2025
1223,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1933,2133,2033,07 Apr 2025
1224,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1961,1961,1961,17 Apr 2025
1225,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1984,2184,2084,06 Jun 2025
1226,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2008,2208,2108,02 May 2025
1227,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2023,2223,2123,30 Jun 2025
1228,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,09 May 2025
1229,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,24 Apr 2025
1230,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2093,2293,2193,26 Jun 2025
1231,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2381,2381,2381,20 Jun 2025
1232,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2637,2837,2737,23 Sep 2024
1233,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2678,2878,2778,17 Jan 2025
1234,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2678,2878,2778,25 Sep 2024
1235,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2678,2878,2778,26 Dec 2024
1236,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2678,2878,2778,27 Jan 2025
1237,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2746,2946,2846,18 Dec 2024
1238,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,17 Aug 2024
1239,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,07 Feb 2025
1240,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,12 Feb 2025
1241,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,24 Sep 2024
1242,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,26 Mar 2025
1243,Davangere,Davangere,Potato,Potato,FAQ,2000,2600,2300,12 Jun 2025
1244,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,19 Apr 2025
1245,Davangere,Davangere,Potato,Potato,Ref grade-1,1600,2000,1800,31 Jan 2025
1246,Davangere,Davangere,Potato,Potato,Ref grade-1,2000,2500,2200,05 Feb 2025
1247,Bangalore,Doddaballa Pur,Potato,Local,FAQ,1500,2000,1700,07 Apr 2025
1248,Bangalore,Doddaballa Pur,Potato,Local,Ref grade-1,2500,3100,2800,31 Jan 2025
1249,Chamrajnagar,Gundlupet,Potato,Chandermukhi,FAQ,3000,3000,3000,24 Oct 2024
1250,Hassan,Hassan,Potato,Potato,FAQ,1000,2500,1200,28 Aug 2024
1251,Hassan,Hassan,Potato,Potato,Local,900,2400,1100,16 Jul 2025
1252,Hassan,Hassan,Potato,Potato,Local,1100,1900,1100,23 Jul 2025
1253,Dharwad,Hubli (Amaragol),Potato,Local,FAQ,2500,3000,2750,27 Aug 2024
1254,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2000,2000,2000,18 Feb 2025
1255,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1000,1700,1400,17 Apr 2025
1256,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,3100,2500,10 Aug 2024
1257,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,1500,1450,18 Feb 2025
1258,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,2000,1800,21 Feb 2025
1259,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2000,1800,27 Jan 2025
1260,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,2000,1800,19 Dec 2024
1261,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,2200,1800,17 Jun 2025
1262,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,2200,2000,17 Feb 2025
1263,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1900,1800,02 Jun 2025
1264,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1800,1900,1850,11 Jun 2025
1265,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1900,2000,1950,12 Jun 2025
1266,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2100,2400,2200,28 Nov 2024
1267,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2200,2300,2250,16 Jan 2025
1268,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2200,2800,2500,28 Sep 2024
1269,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2800,2900,2850,06 Nov 2024
1270,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1500,1700,1600,30 Jul 2025
1271,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1600,2000,1700,17 Jul 2025
1272,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1800,1900,1850,28 Jul 2025
1273,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,08 Apr 2025
1274,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,12 Sep 2024
1275,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,07 Aug 2024
1276,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,10 Aug 2024
1277,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,16 May 2025
1278,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1800,1400,24 May 2025
1279,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1200,1150,03 Sep 2024
1280,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,03 Aug 2024
1281,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,06 Aug 2024
1282,Kalburgi,Kalburgi,Potato,Potato,Local,800,1200,1000,28 Jul 2025
1283,Kolar,Kolar,Potato,Local,FAQ,1000,2000,1600,16 Sep 2024
1284,Kolar,Kolar,Potato,Local,FAQ,1000,2200,1700,12 Aug 2024
1285,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,15 Aug 2024
1286,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,30 May 2025
1287,Kolar,Kolar,Potato,Local,FAQ,1500,2200,2000,21 Aug 2024
1288,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,19 Jun 2025
1289,Kolar,Kolar,Potato,Local,FAQ,1500,3000,2300,07 Nov 2024
1290,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2746,2946,2846,30 Aug 2024
1291,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2765,2965,2865,22 Jan 2025
1292,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2817,3017,2917,11 Nov 2024
1293,Chikmagalur,Chikkamagalore,Potato,Other,Local,1984,2184,2084,21 Jul 2025
1294,Kolar,Chintamani,Potato,Local,FAQ,1400,1700,1500,26 Jun 2025
1295,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,03 Dec 2024
1296,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,22 Jan 2025
1297,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,21 Aug 2024
1298,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,12 Sep 2024
1299,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,22 May 2025
1300,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,29 May 2025
1301,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2260,07 May 2025
1302,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2300,28 May 2025
1303,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,09 Apr 2025
1304,Davangere,Davangere,Potato,Potato,FAQ,2200,2600,2400,01 Aug 2024
1305,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,18 Jul 2025
1306,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,19 Jul 2025
1307,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3000,2800,05 Oct 2024
1308,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3000,2800,20 Nov 2024
1309,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3100,2800,09 Sep 2024
1310,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3100,2800,12 Sep 2024
1311,Hassan,Hassan,Potato,Potato,FAQ,900,2100,1900,11 Jun 2025
1312,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,1900,2000,1950,13 Feb 2025
1313,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2000,2900,2500,24 Aug 2024
1314,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2000,3000,2500,22 Aug 2024
1315,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2900,2900,2900,06 Aug 2024
1316,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,800,1500,1100,01 Mar 2025
1317,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1800,1750,13 Jun 2025
1318,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1900,1800,14 May 2025
1319,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1800,2200,2000,17 Jan 2025
1320,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2200,3000,2700,01 Aug 2024
1321,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2400,3200,2800,25 Oct 2024
1322,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,2800,2650,05 Dec 2024
1323,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,3000,2700,13 Aug 2024
1324,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,2900,2750,19 Sep 2024
1325,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,3000,2800,26 Sep 2024
1326,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2700,3200,2900,23 Sep 2024
1327,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2800,3000,2900,21 Aug 2024
1328,Mysore,K.R.Nagar,Potato,Potato,FAQ,2000,2333,2083,19 Sep 2024
1329,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,05 May 2025
1330,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,25 Jan 2025
1331,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,24 Mar 2025
1332,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,28 Dec 2024
1333,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1500,1250,10 May 2025
1334,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1500,1250,24 Apr 2025
1335,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1200,1150,02 Dec 2024
1336,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,19 Oct 2024
1337,Kalburgi,Kalburgi,Potato,Potato,Local,500,1400,950,22 Jul 2025
1338,Kolar,Kolar,Potato,Local,FAQ,1000,1200,1100,08 Sep 2024
1339,Kolar,Kolar,Potato,Local,FAQ,1000,1500,1300,14 May 2025
1340,Kolar,Kolar,Potato,Local,FAQ,1000,2000,1700,28 Apr 2025
1341,Kolar,Kolar,Potato,Local,FAQ,1000,2500,2300,24 Jan 2025
1342,Kolar,Kolar,Potato,Local,FAQ,2000,2500,2300,12 Dec 2024
1343,Kolar,Kolar,Potato,Local,FAQ,2000,3000,2800,24 Oct 2024
1344,Kolar,Kolar,Potato,Local,FAQ,3000,4000,3300,06 Nov 2024
1345,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,22 Jan 2025
1346,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,29 Jan 2025
1347,Mangalore(Dakshin Kannad),Mangalore,Potato,Potato,FAQ,1400,1800,1550,12 Jun 2025
1348,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2500,2200,13 Nov 2024
1349,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2800,2500,20 Sep 2024
1350,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2500,26 Oct 2024
1351,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2600,3100,2800,16 Sep 2024
1352,Bangalore,Ramanagara,Potato,Potato,FAQ,2000,2600,2400,16 Apr 2025
1353,Bangalore,Ramanagara,Potato,Potato,FAQ,2400,2800,2600,25 Jun 2025
1354,Bangalore,Ramanagara,Potato,Potato,FAQ,2800,3500,3200,18 Jan 2025
1355,Bangalore,Ramanagara,Potato,Potato,FAQ,3500,4000,3800,11 Sep 2024
1356,Shimoga,Shimoga,Potato,Local,FAQ,2200,3000,2600,14 Mar 2025
1357,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,13 Jun 2025
1358,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,30 May 2025
1359,Shimoga,Shimoga,Potato,Local,FAQ,2500,4000,3300,15 Jan 2025
1360,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,07 Feb 2025
1361,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,10 Jan 2025
1362,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,11 Feb 2025
1363,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,17 Feb 2025
1364,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,19 Dec 2024
1365,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,29 Oct 2024
1366,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,30 Oct 2024
1367,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,31 Dec 2024
1368,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,01 Aug 2024
1369,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,11 Nov 2024
1370,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,28 Nov 2024
1371,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,07 Nov 2024
1372,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,09 Aug 2024
1373,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,30 Aug 2024
1374,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,17 Jul 2025
1375,Udupi,Udupi,Potato,Potato,FAQ,1800,2200,2000,12 Jun 2025
1376,Udupi,Udupi,Potato,Potato,FAQ,1800,2200,2000,16 Jun 2025
1377,Udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200,19 May 2025
1378,Udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200,25 Jun 2025
1379,Udupi,Udupi,Potato,Potato,FAQ,2200,2300,2300,09 Jun 2025
1380,Udupi,Udupi,Potato,Potato,FAQ,2300,2400,2400,20 Feb 2025
1381,Udupi,Udupi,Potato,Potato,FAQ,2400,2600,2500,15 Jan 2025
1382,Udupi,Udupi,Potato,Potato,FAQ,2400,2600,2500,22 Jan 2025
1383,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,12 Feb 2025
1384,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,15 Feb 2025
1385,Udupi,Udupi,Potato,Potato,FAQ,2800,3000,2900,06 Dec 2024
1386,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,04 Nov 2024
1387,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,15 Oct 2024
1388,Udupi,Udupi,Potato,Potato,FAQ,3500,3600,3600,28 Oct 2024
1389,Udupi,Udupi,Potato,Potato,Ref grade-1,2400,2500,2500,03 Feb 2025
1390,Hassan,Arasikere,Potato,Local,FAQ,1000,2500,2500,21 Dec 2024
1391,Chikmagalur,Bagepalli,Potato,Potato,FAQ,1500,2600,2100,14 Aug 2024
1392,Chikmagalur,Bagepalli,Potato,Potato,FAQ,1800,2900,2200,16 Oct 2024
1393,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2000,3000,2200,31 Aug 2024
1394,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2000,3000,2500,19 Jan 2025
1395,Bangalore,Bangalore,Potato,Local,FAQ,1600,2600,2100,21 Dec 2024
1396,Bangalore,Bangalore,Potato,Local,FAQ,1600,2600,2100,24 Dec 2024
1397,Bangalore,Bangalore,Potato,Local,FAQ,2000,2400,2200,27 Jan 2025
1398,Bangalore,Bangalore,Potato,Local,FAQ,2400,3200,2800,04 Nov 2024
1399,Bangalore,Bangalore,Potato,Local,FAQ,2600,3200,2900,17 Sep 2024
1400,Bangalore,Bangalore,Potato,Local,FAQ,3000,3600,3000,24 Oct 2024
1401,Bangalore,Bangalore,Potato,Local,FAQ,3400,3600,3500,01 Aug 2024
1402,Bangalore,Bangalore,Potato,Local,FAQ,3400,3600,3500,31 Jul 2024
1403,Bangalore,Bangalore,Potato,Potato,FAQ,1400,1800,1700,20 Feb 2025
1404,Bangalore,Bangalore,Potato,Potato,FAQ,1600,3000,2200,20 Dec 2024
1405,Bangalore,Bangalore,Potato,Potato,FAQ,1600,3000,2300,23 Dec 2024
1406,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2100,2000,17 Feb 2025
1407,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2200,2000,21 Jan 2025
1408,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2400,2100,29 Jan 2025
1409,Bangalore,Bangalore,Potato,Potato,FAQ,2000,3000,2500,14 Oct 2024
1410,Bangalore,Bangalore,Potato,Potato,FAQ,2200,3000,2600,14 Aug 2024
1411,Bangalore,Bangalore,Potato,Potato,FAQ,2200,5000,3600,03 Dec 2024
1412,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3200,2900,28 Aug 2024
1413,Bangalore,Bangalore,Potato,Potato,FAQ,2800,3200,2800,07 Oct 2024
1414,Kolar,Bangarpet,Potato,Local,FAQ,1500,3000,1700,11 Feb 2025
1415,Kolar,Bangarpet,Potato,Local,FAQ,2500,3000,2800,20 Dec 2024
1416,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,17 Dec 2024
1417,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,19 Dec 2024
1418,Belgaum,Belgaum,Potato,Local,FAQ,2000,4000,3500,11 Nov 2024
1419,Belgaum,Belgaum,Potato,Local,FAQ,2500,3100,2800,12 Aug 2024
1420,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,01 Oct 2024
1421,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,14 Aug 2024
1422,Belgaum,Belgaum,Potato,Local,FAQ,2500,3500,3000,03 Oct 2024
1423,Belgaum,Belgaum,Potato,Local,FAQ,2500,3800,3500,24 Oct 2024
1424,Kolar,Chickkaballapura,Potato,Jalander,FAQ,1600,1800,1700,09 Nov 2024
1425,Kolar,Chickkaballapura,Potato,Local,FAQ,300,1600,1400,17 Mar 2025
1426,Kolar,Chickkaballapura,Potato,Local,FAQ,400,1200,1000,25 Mar 2025
1427,Kolar,Chickkaballapura,Potato,Local,FAQ,400,2000,1800,18 May 2025
1428,Kolar,Chickkaballapura,Potato,Local,FAQ,500,1800,1700,16 May 2025
1429,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2000,1800,30 May 2025
1430,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2200,1800,23 Jun 2025
1431,Kolar,Chickkaballapura,Potato,Local,FAQ,600,2600,2000,05 Jan 2025
1432,Kolar,Chickkaballapura,Potato,Local,FAQ,600,2600,2000,25 Dec 2024
1433,Kolar,Chickkaballapura,Potato,Local,FAQ,600,2700,2000,31 Dec 2024
1434,Kolar,Chickkaballapura,Potato,Local,FAQ,600,3000,2500,26 Oct 2024
1435,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,2600,2500,20 Nov 2024
1436,Kolar,Chickkaballapura,Potato,Local,FAQ,3400,3800,3700,15 Oct 2024
1437,Kolar,Chickkaballapura,Potato,Local,Local,500,2200,1800,07 Jul 2025
1438,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1716,1716,1716,25 Jun 2025
1439,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1984,2184,2084,21 Jun 2025
1440,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,10 Jun 2025
1441,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2465,2665,2565,15 Feb 2025
1442,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,22 Jan 2025
1443,Kolar,Kolar,Potato,Local,FAQ,1500,3000,2300,07 Jan 2025
1444,Kolar,Kolar,Potato,Local,FAQ,2000,2500,2300,12 Jun 2025
1445,Kolar,Kolar,Potato,Local,Local,1000,2000,1600,31 Jul 2025
1446,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,28 Feb 2025
1447,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1200,1700,1500,12 May 2025
1448,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,2000,1800,24 Mar 2025
1449,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1600,1900,1800,04 Apr 2025
1450,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2500,2300,11 Feb 2025
1451,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,1500,1600,1500,07 Jul 2025
1452,Mysore,Nanjangud,Potato,Potato,FAQ,3333,3333,3333,09 Jan 2025
1453,Bangalore,Ramanagara,Potato,Potato,FAQ,2400,3200,2800,19 Mar 2025
1454,Bangalore,Ramanagara,Potato,Potato,FAQ,3500,4000,3800,15 Jan 2025
1455,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,09 Jun 2025
1456,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,21 May 2025
1457,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,26 May 2025
1458,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,04 Apr 2025
1459,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,19 Apr 2025
1460,Shimoga,Shimoga,Potato,Local,FAQ,2500,4000,3200,17 Jan 2025
1461,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,22 Jan 2025
1462,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,25 Feb 2025
1463,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,30 Jan 2025
1464,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,04 Oct 2024
1465,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,27 Sep 2024
1466,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,09 Jul 2025
1467,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,10 Jul 2025
1468,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,29 Jul 2025
1469,Udupi,Udupi,Potato,Potato,FAQ,1800,2200,2000,25 Mar 2025
1470,Udupi,Udupi,Potato,Potato,FAQ,2100,2500,2200,22 Apr 2025
1471,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,02 Jan 2025
1472,Udupi,Udupi,Potato,Potato,FAQ,2800,3000,2900,04 Dec 2024
1473,Udupi,Udupi,Potato,Potato,FAQ,3400,3500,3500,19 Nov 2024
1474,Udupi,Udupi,Potato,Potato,FAQ,3400,3500,3500,28 Aug 2024
1475,Udupi,Udupi,Potato,Potato,FAQ,3500,3700,3600,03 Aug 2024
1476,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2465,2665,2565,18 Oct 2024
1477,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2765,2965,2865,06 Nov 2024
1478,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2778,2778,2778,04 Oct 2024
1479,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2778,2778,2778,16 Jan 2025
1480,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2817,3017,2917,22 Aug 2024
1481,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2891,3091,2991,21 Aug 2024
1482,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3075,3275,3175,15 Oct 2024
1483,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3126,3326,3226,20 Aug 2024
1484,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3152,3352,3252,16 Aug 2024
1485,Chikmagalur,Chikkamagalore,Potato,Other,Local,1984,2184,2084,11 Jul 2025
1486,Chikmagalur,Chikkamagalore,Potato,Other,Local,2084,2084,2084,15 Jul 2025
1487,Kolar,Chintamani,Potato,Local,FAQ,2400,2800,2600,12 Dec 2024
1488,Davangere,Davangere,Potato,Potato,FAQ,1500,2000,1800,28 Jan 2025
1489,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,07 Nov 2024
1490,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,25 Apr 2025
1491,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,27 Aug 2024
1492,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,13 Aug 2024
1493,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,16 Aug 2024
1494,Davangere,Davangere,Potato,Potato,FAQ,1800,2500,2200,03 May 2025
1495,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,06 May 2025
1496,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,30 May 2025
1497,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,16 Apr 2025
1498,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,03 Jul 2025
1499,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2000,2600,2300,25 Nov 2024
1500,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3000,2800,04 Oct 2024
1501,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3200,2800,23 Sep 2024
1502,Kolar,Gowribidanoor,Potato,Potato,FAQ,1500,2000,1850,16 Jun 2025
1503,Hassan,Hassan,Potato,Potato,FAQ,600,1600,1400,12 Jun 2025
1504,Hassan,Hassan,Potato,Potato,FAQ,1000,2400,1800,19 Dec 2024
1505,Hassan,Hassan,Potato,Potato,FAQ,1000,3100,1000,03 Oct 2024
1506,Hassan,Hassan,Potato,Potato,FAQ,2000,2000,2000,06 May 2025
1507,Hassan,Hassan,Potato,Potato,Ref grade-1,1300,2508,1400,30 Jan 2025
1508,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,1600,2000,1800,19 Feb 2025
1509,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2300,2300,2300,18 Jan 2025
1510,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,1600,1400,27 Mar 2025
1511,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,2100,1750,08 May 2025
1512,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2000,1700,23 Apr 2025
1513,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2200,1700,28 Dec 2024
1514,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,1950,1800,25 Jun 2025
1515,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1900,1800,02 May 2025
1516,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1900,1800,19 Jun 2025
1517,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1900,1800,27 May 2025
